expression,original_order,source,reviewed_as,difficulty,commonality,added,confidence
prise out,1470,user_list,phrasal verb,medium,less_common,no,high
push about,1471,user_list,phrasal verb,medium,less_common,no,high
put above,1472,user_list,prepositional verb,medium,common,no,high
puzzle out,1473,user_list,phrasal verb,medium,less_common,no,high
rake over,1474,user_list,phrasal verb,medium,less_common,no,high
sack out,1475,user_list,phrasal verb,medium,less_common,no,high
sally forth,1476,user_list,phrasal verb,medium,less_common,no,high
salt away,1477,user_list,phrasal verb,medium,less_common,no,high
screw your face up,1478,user_list,verb phrase,hard,less_common,no,low
shut away,1479,user_list,phrasal verb,medium,less_common,no,high
sick up,1480,user_list,phrasal verb,medium,less_common,no,high
slag off,1481,user_list,phrasal verb,hard,rare,no,high
slobber over,1482,user_list,phrasal verb,hard,rare,no,high
slope off,1483,user_list,phrasal verb,medium,less_common,no,high
sniff round,1484,user_list,prepositional verb,medium,less_common,no,high
spiral up,1485,user_list,phrasal verb,medium,less_common,no,high
squash up,1486,user_list,phrasal verb,medium,less_common,no,high
steep yourself in,1487,user_list,phrasal verb,medium,less_common,no,medium
stretch yourself out,1488,user_list,phrasal verb,medium,less_common,no,medium
swear into,1489,user_list,prepositional verb,medium,less_common,no,high
tack onto,1490,user_list,prepositional verb,medium,less_common,no,high
brim over,1491,user_list,phrasal verb,medium,less_common,no,high
bring around to,1492,user_list,phrasal-prepositional verb,medium,common,no,medium
bugger about,1493,user_list,phrasal verb,hard,rare,no,high
burst in on,1494,user_list,phrasal-prepositional verb,hard,less_common,no,medium
charm out of,1495,user_list,phrasal-prepositional verb,hard,less_common,no,medium
chuck off,1496,user_list,phrasal verb,medium,less_common,no,high
crease up,1497,user_list,phrasal verb,medium,less_common,no,high
crowd onto,1498,user_list,prepositional verb,medium,less_common,no,high
cry off,1499,user_list,phrasal verb,medium,less_common,no,high
curtain off,1500,user_list,phrasal verb,medium,less_common,no,high
damp down,1501,user_list,phrasal verb,medium,less_common,no,high
derogate from,1502,user_list,prepositional verb,medium,less_common,no,high
devolve to,1503,user_list,prepositional verb,medium,less_common,no,high
dob in,1504,user_list,phrasal verb,hard,rare,no,high
doll up,1505,user_list,phrasal verb,medium,less_common,no,high
drop round,1506,user_list,phrasal verb,medium,common,no,high
enlarge on,1507,user_list,phrasal verb,medium,less_common,no,high
enlarge upon,1508,user_list,prepositional verb,medium,less_common,no,high
expatiate on,1509,user_list,phrasal verb,medium,less_common,no,high
faff around,1510,user_list,phrasal verb,medium,less_common,no,high
figure on doing,1511,user_list,prepositional verb,medium,less_common,no,high
fling off,1512,user_list,phrasal verb,medium,less_common,no,high
fling yourself at,1513,user_list,prepositional verb,medium,less_common,no,medium
gee up,1514,user_list,phrasal verb,medium,less_common,no,high
get up as,1515,user_list,phrasal-prepositional verb,medium,common,no,medium
ginger up,1516,user_list,phrasal verb,hard,rare,no,high
glance on,1517,user_list,phrasal verb,medium,less_common,no,high
grub up,1518,user_list,phrasal verb,medium,less_common,no,high
hinge upon,1519,user_list,prepositional verb,medium,less_common,no,high
impute to,1520,user_list,prepositional verb,medium,less_common,no,high
inveigh against,1521,user_list,prepositional verb,medium,less_common,no,high
invite around,1522,user_list,prepositional verb,medium,less_common,no,high
jog along,1523,user_list,phrasal verb,medium,less_common,no,high
jostle for,1524,user_list,prepositional verb,medium,less_common,no,high
lark about,1525,user_list,phrasal verb,hard,rare,no,high
lavish on,1526,user_list,phrasal verb,medium,less_common,no,high
lavish upon,1527,user_list,prepositional verb,medium,less_common,no,high
live by doing,1528,user_list,prepositional verb,medium,less_common,no,high
make towards,1529,user_list,prepositional verb,medium,common,no,high
mark down as,1530,user_list,phrasal-prepositional verb,hard,less_common,no,medium
mete out,1531,user_list,phrasal verb,medium,less_common,no,high
model upon,1532,user_list,prepositional verb,medium,less_common,no,high
muck about with,1533,user_list,phrasal-prepositional verb,hard,rare,no,medium
muddle along,1534,user_list,phrasal verb,medium,less_common,no,high
mug up,1535,user_list,phrasal verb,hard,rare,no,high
nose about,1536,user_list,phrasal verb,medium,less_common,no,high
nose around,1537,user_list,phrasal verb,medium,less_common,no,high
pass a round,1538,user_list,prepositional verb,medium,less_common,no,high
peg back,1539,user_list,phrasal verb,medium,less_common,no,high
pension off,1540,user_list,phrasal verb,medium,less_common,no,high
pinch out,1541,user_list,phrasal verb,medium,less_common,no,high
pitch into,1542,user_list,prepositional verb,medium,less_common,no,high
plough into,1543,user_list,prepositional verb,medium,less_common,no,high
plunge ahead,1544,user_list,phrasal verb,medium,less_common,no,high
presume upon,1545,user_list,prepositional verb,medium,less_common,no,high
provide against,1546,user_list,prepositional verb,medium,less_common,no,high
reckon without,1547,user_list,prepositional verb,medium,less_common,no,high
reel off,1548,user_list,phrasal verb,medium,less_common,no,high
reel out,1549,user_list,phrasal verb,medium,less_common,no,high
revolve round,1550,user_list,prepositional verb,medium,less_common,no,high
score out,1551,user_list,phrasal verb,medium,less_common,no,high
scrape into,1552,user_list,prepositional verb,medium,less_common,no,high
set about doing,1553,user_list,prepositional verb,medium,common,no,high
shade into,1554,user_list,prepositional verb,medium,less_common,no,high
shift for yourself,1555,user_list,prepositional verb,medium,less_common,no,medium
shin down,1556,user_list,phrasal verb,medium,less_common,no,high
sift out,1557,user_list,phrasal verb,medium,less_common,no,high
slice away,1558,user_list,phrasal verb,medium,less_common,no,high
slob around,1559,user_list,phrasal verb,hard,rare,no,high
slob out,1560,user_list,phrasal verb,hard,rare,no,high
snarl up,1561,user_list,phrasal verb,medium,less_common,no,high
soothe away,1562,user_list,phrasal verb,medium,less_common,no,high
spiral downwards,1563,user_list,verb phrase,hard,less_common,no,low
splash over,1564,user_list,phrasal verb,medium,less_common,no,high
spread yourself out,1565,user_list,phrasal verb,medium,less_common,no,medium
starve out,1566,user_list,phrasal verb,medium,less_common,no,high
steam open,1567,user_list,phrasal verb,medium,less_common,no,high
tail away,1568,user_list,phrasal verb,medium,less_common,no,high
bring A and B together,1569,user_list,phrasal verb,hard,less_common,no,medium
bring round to,1570,user_list,phrasal-prepositional verb,medium,common,no,medium
bring up against,1571,user_list,phrasal-prepositional verb,medium,common,no,medium
broaden out,1572,user_list,phrasal verb,medium,less_common,no,high
bubble under,1573,user_list,phrasal verb,medium,less_common,no,high
bulk out,1574,user_list,phrasal verb,medium,less_common,no,high
bunk off school,1575,user_list,phrasal verb,hard,rare,no,high
bunk off work,1576,user_list,phrasal verb,hard,rare,no,high
capitalize upon,1577,user_list,prepositional verb,medium,less_common,no,high
chalk up to,1578,user_list,phrasal-prepositional verb,hard,less_common,no,medium
coax from,1579,user_list,prepositional verb,medium,less_common,no,high
come between and,1580,user_list,prepositional verb,medium,common,no,high
conjure from,1581,user_list,prepositional verb,medium,less_common,no,high
conjure out of,1582,user_list,phrasal-prepositional verb,hard,less_common,no,medium
cosy up to,1583,user_list,phrasal-prepositional verb,hard,less_common,no,medium
deprive of,1584,user_list,prepositional verb,medium,less_common,no,high
devolve on,1585,user_list,prepositional verb,medium,less_common,no,high
devolve upon,1586,user_list,prepositional verb,medium,less_common,no,high
dine out on,1587,user_list,phrasal-prepositional verb,hard,less_common,no,medium
discourse upon,1588,user_list,prepositional verb,medium,less_common,no,high
do yourself up,1589,user_list,phrasal verb,medium,less_common,no,medium
dote upon,1590,user_list,prepositional verb,medium,less_common,no,high
dragoon into,1591,user_list,prepositional verb,medium,less_common,no,high
dragoon into doing,1592,user_list,prepositional verb,medium,less_common,no,high
draw down on,1593,user_list,phrasal-prepositional verb,hard,less_common,no,medium
duff up,1594,user_list,phrasal verb,hard,rare,no,high
endear to,1595,user_list,prepositional verb,medium,less_common,no,high
enquire after,1596,user_list,prepositional verb,medium,less_common,no,high
expatiate upon,1597,user_list,prepositional verb,medium,less_common,no,high
faff about,1598,user_list,phrasal verb,medium,less_common,no,high
fiddle about with,1599,user_list,phrasal-prepositional verb,hard,less_common,no,medium
flinch from doing,1600,user_list,prepositional verb,medium,less_common,no,high
fling yourself into,1601,user_list,prepositional verb,medium,less_common,no,medium
fob off,1602,user_list,phrasal verb,medium,less_common,no,high
follow about,1603,user_list,phrasal verb,medium,less_common,no,high
frighten away from,1604,user_list,phrasal-prepositional verb,hard,less_common,no,medium
frighten into,1605,user_list,prepositional verb,medium,less_common,no,high
frighten into doing,1606,user_list,prepositional verb,medium,less_common,no,high
gad around,1607,user_list,phrasal verb,medium,less_common,no,high
gamble on doing,1608,user_list,prepositional verb,medium,less_common,no,high
gear towards,1609,user_list,prepositional verb,medium,less_common,no,high
gird for,1610,user_list,prepositional verb,medium,less_common,no,high
give on to,1611,user_list,phrasal-prepositional verb,medium,common,no,medium
give onto,1612,user_list,prepositional verb,medium,common,no,high
glom onto,1613,user_list,prepositional verb,medium,less_common,no,high
goad on,1614,user_list,phrasal verb,medium,less_common,no,high
grub out,1615,user_list,phrasal verb,medium,less_common,no,high
guilt into,1616,user_list,prepositional verb,medium,less_common,no,high
guilt into doing,1617,user_list,prepositional verb,medium,less_common,no,high
gulp back,1618,user_list,phrasal verb,medium,less_common,no,high
heave to,1619,user_list,prepositional verb,medium,less_common,no,high
hedge against,1620,user_list,prepositional verb,medium,less_common,no,high
help off with,1621,user_list,phrasal-prepositional verb,medium,common,no,medium
help on with,1622,user_list,phrasal-prepositional verb,medium,common,no,medium
horse about,1623,user_list,phrasal verb,medium,less_common,no,high
inure to,1624,user_list,prepositional verb,medium,less_common,no,high
invite round,1625,user_list,prepositional verb,medium,less_common,no,high
jolly along,1626,user_list,phrasal verb,hard,rare,no,high
jolly into,1627,user_list,prepositional verb,hard,rare,no,high
jolly into doing,1628,user_list,prepositional verb,hard,rare,no,high
jolly up,1629,user_list,phrasal verb,hard,rare,no,high
keep in with,1630,user_list,phrasal-prepositional verb,medium,common,no,medium
knock around together,1631,user_list,phrasal verb,medium,less_common,no,high
leave aside,1632,user_list,phrasal verb,medium,common,no,high
let in for,1633,user_list,phrasal-prepositional verb,medium,common,no,medium
liken to,1634,user_list,prepositional verb,medium,less_common,no,high
mark out as,1635,user_list,phrasal-prepositional verb,hard,less_common,no,medium
militate against,1636,user_list,prepositional verb,medium,less_common,no,high
mouse over,1637,user_list,phrasal verb,medium,less_common,no,high
mug up on,1638,user_list,phrasal-prepositional verb,hard,rare,no,medium
nibble away at,1639,user_list,phrasal-prepositional verb,hard,less_common,no,medium
pal up,1640,user_list,phrasal verb,hard,rare,no,high
palm off as,1641,user_list,phrasal-prepositional verb,hard,less_common,no,medium
panic into doing,1642,user_list,prepositional verb,medium,less_common,no,high
partition off,1643,user_list,phrasal verb,medium,less_common,no,high
peg away,1644,user_list,phrasal verb,medium,less_common,no,high
pep up,1645,user_list,phrasal verb,medium,less_common,no,high
play A off against B,1646,user_list,phrasal-prepositional verb,hard,less_common,no,medium
plough back,1647,user_list,phrasal verb,medium,less_common,no,high
plough back in,1648,user_list,phrasal verb,medium,less_common,no,high
ponce about,1649,user_list,phrasal verb,hard,rare,no,high
press ahead,1650,user_list,phrasal verb,medium,less_common,no,high
presume on,1651,user_list,phrasal verb,medium,less_common,no,high
prevail on to do,1652,user_list,phrasal verb,hard,less_common,no,medium
prevail upon to do,1653,user_list,prepositional verb,hard,less_common,no,medium
proceed against,1654,user_list,prepositional verb,medium,less_common,no,high
pronounce upon,1655,user_list,prepositional verb,medium,less_common,no,high
put behind you,1656,user_list,prepositional verb,medium,common,no,high
range against,1657,user_list,prepositional verb,medium,less_common,no,high
reckon up,1658,user_list,phrasal verb,medium,less_common,no,high
redound to,1659,user_list,prepositional verb,medium,less_common,no,high
reduce to doing,1660,user_list,prepositional verb,medium,less_common,no,high
rein back,1661,user_list,phrasal verb,medium,less_common,no,high
revenge yourself on,1662,user_list,phrasal verb,medium,less_common,no,medium
romp ahead,1663,user_list,phrasal verb,medium,less_common,no,high
romp away,1664,user_list,phrasal verb,medium,less_common,no,high
rub along,1665,user_list,phrasal verb,medium,less_common,no,high
rule off,1666,user_list,phrasal verb,medium,less_common,no,high
sack it off,1667,user_list,phrasal verb,medium,less_common,no,high
sag off,1668,user_list,phrasal verb,medium,less_common,no,high
sandwich A and B together,1669,user_list,phrasal verb,hard,less_common,no,medium
sandwich between,1670,user_list,prepositional verb,medium,less_common,no,high
savour of,1671,user_list,prepositional verb,medium,less_common,no,high
scan into,1672,user_list,prepositional verb,medium,less_common,no,high
scare into doing,1673,user_list,prepositional verb,medium,less_common,no,high
score off,1674,user_list,phrasal verb,medium,less_common,no,high
score through,1675,user_list,prepositional verb,medium,less_common,no,high
scratch about,1676,user_list,phrasal verb,medium,less_common,no,high
screw your eyes up,1677,user_list,verb phrase,hard,less_common,no,low
shame into doing,1678,user_list,prepositional verb,medium,less_common,no,high
sheer away,1679,user_list,phrasal verb,medium,less_common,no,high
sheer off,1680,user_list,phrasal verb,medium,less_common,no,high
show round,1681,user_list,phrasal verb,medium,common,no,high
shrug aside,1682,user_list,phrasal verb,medium,less_common,no,high
shrug away,1683,user_list,phrasal verb,medium,less_common,no,high
silt up,1684,user_list,phrasal verb,medium,less_common,no,high
slap about,1685,user_list,phrasal verb,medium,less_common,no,high
sling off at,1686,user_list,phrasal-prepositional verb,hard,less_common,no,medium
slop about,1687,user_list,phrasal verb,hard,rare,no,high
slop around,1688,user_list,phrasal verb,hard,rare,no,high
slosh about,1689,user_list,phrasal verb,hard,rare,no,high
soak off,1690,user_list,phrasal verb,medium,less_common,no,high
soak out,1691,user_list,phrasal verb,medium,less_common,no,high
spiral upward,1692,user_list,verb phrase,hard,less_common,no,low
spiral upwards,1693,user_list,verb phrase,hard,less_common,no,low
stand between and,1694,user_list,prepositional verb,medium,common,no,high
start on about,1695,user_list,phrasal-prepositional verb,medium,common,no,medium
start on at,1696,user_list,phrasal-prepositional verb,medium,common,no,medium
starve into,1697,user_list,prepositional verb,medium,less_common,no,high
starve into doing,1698,user_list,prepositional verb,medium,less_common,no,high
stave in,1699,user_list,phrasal verb,medium,less_common,no,high
struggle along,1700,user_list,phrasal verb,medium,less_common,no,high
sucker into,1701,user_list,prepositional verb,medium,less_common,no,high
sucker into doing,1702,user_list,prepositional verb,medium,less_common,no,high
tag onto,1703,user_list,prepositional verb,medium,less_common,no,high
tart yourself up,1704,user_list,phrasal verb,hard,rare,no,medium
tell against,1705,user_list,prepositional verb,medium,less_common,no,high
abide by,1706,user_list,prepositional verb,medium,less_common,no,high
abound in,1707,user_list,phrasal verb,medium,less_common,no,high
abound with,1708,user_list,prepositional verb,medium,less_common,no,high
accord with,1709,user_list,prepositional verb,medium,less_common,no,high
account for,1710,user_list,prepositional verb,medium,less_common,no,high
accustom to,1711,user_list,prepositional verb,medium,less_common,no,high
act for,1712,user_list,prepositional verb,medium,less_common,no,high
act on,1713,user_list,prepositional verb,medium,less_common,no,high
act on behalf of,1714,user_list,phrasal-prepositional verb,hard,less_common,no,medium
act out,1715,user_list,phrasal verb,medium,less_common,no,high
act up,1716,user_list,phrasal verb,medium,less_common,no,high
act upon,1717,user_list,prepositional verb,medium,less_common,no,high
add in,1718,user_list,phrasal verb,medium,less_common,no,high
add on,1719,user_list,phrasal verb,medium,less_common,no,high
add to,1720,user_list,prepositional verb,medium,less_common,no,high
add up,1721,user_list,phrasal verb,medium,less_common,no,high
add up to,1722,user_list,phrasal-prepositional verb,hard,less_common,no,medium
adhere to,1723,user_list,prepositional verb,medium,less_common,no,high
adjourn to,1724,user_list,prepositional verb,medium,less_common,no,high
admit of,1725,user_list,prepositional verb,medium,less_common,no,high
air out,1726,user_list,phrasal verb,medium,less_common,no,high
alight on,1727,user_list,phrasal verb,medium,less_common,no,high
alight upon,1728,user_list,prepositional verb,medium,less_common,no,high
align yourself with,1729,user_list,prepositional verb,medium,less_common,no,medium
allow for,1730,user_list,prepositional verb,medium,less_common,no,high
allow of,1731,user_list,prepositional verb,medium,less_common,no,high
allude to,1732,user_list,prepositional verb,medium,less_common,no,high
amount to,1733,user_list,prepositional verb,medium,less_common,no,high
angle for,1734,user_list,prepositional verb,medium,less_common,no,high
answer back,1735,user_list,phrasal verb,medium,less_common,no,high
answer for,1736,user_list,prepositional verb,medium,less_common,no,high
answer to,1737,user_list,prepositional verb,medium,less_common,no,high
appertain to,1738,user_list,prepositional verb,medium,less_common,no,high
argue into doing,1739,user_list,prepositional verb,medium,less_common,no,high
argue out of doing,1740,user_list,phrasal verb,hard,less_common,no,medium
argue with,1741,user_list,prepositional verb,medium,less_common,no,high
arrive at,1742,user_list,prepositional verb,medium,less_common,no,high
arse about,1743,user_list,phrasal verb,hard,rare,no,high
arse around,1744,user_list,phrasal verb,hard,rare,no,high
ascribe to,1745,user_list,prepositional verb,medium,less_common,no,high
ask after,1746,user_list,prepositional verb,medium,less_common,no,high
ask around,1747,user_list,prepositional verb,medium,less_common,no,high
ask back,1748,user_list,phrasal verb,medium,less_common,no,high
ask for,1749,user_list,prepositional verb,medium,less_common,no,high
ask out,1750,user_list,phrasal verb,easy,very_common,no,high
attend to,1751,user_list,prepositional verb,medium,less_common,no,high
auction off,1752,user_list,phrasal verb,medium,less_common,no,high
avail yourself of,1753,user_list,prepositional verb,medium,less_common,no,medium
average out,1754,user_list,phrasal verb,medium,less_common,no,high
awake to,1755,user_list,prepositional verb,medium,less_common,no,high
awaken to,1756,user_list,prepositional verb,medium,less_common,no,high
back away,1757,user_list,phrasal verb,medium,less_common,no,high
back off,1758,user_list,phrasal verb,medium,less_common,no,high
back onto,1759,user_list,prepositional verb,medium,less_common,no,high
back out,1760,user_list,phrasal verb,medium,less_common,no,high
back up,1761,user_list,phrasal verb,easy,very_common,no,high
bail out,1762,user_list,phrasal verb,medium,less_common,no,high
band together,1763,user_list,phrasal verb,medium,less_common,no,high
bandy about,1764,user_list,phrasal verb,medium,less_common,no,high
bandy around,1765,user_list,phrasal verb,medium,less_common,no,high
bang about,1766,user_list,phrasal verb,medium,less_common,no,high
bang around,1767,user_list,phrasal verb,medium,less_common,no,high
bang into,1768,user_list,prepositional verb,medium,less_common,no,high
bang on,1769,user_list,phrasal verb,medium,less_common,no,high
bang up,1770,user_list,phrasal verb,medium,less_common,no,high
bank on,1771,user_list,phrasal verb,medium,less_common,no,high
bank up,1772,user_list,phrasal verb,medium,less_common,no,high
bargain away,1773,user_list,phrasal verb,medium,less_common,no,high
bargain for,1774,user_list,prepositional verb,medium,less_common,no,high
bargain on,1775,user_list,phrasal verb,medium,less_common,no,high
barge in,1776,user_list,phrasal verb,medium,less_common,no,high
barricade yourself in,1777,user_list,phrasal verb,medium,less_common,no,medium
barricade yourself inside,1778,user_list,prepositional verb,medium,less_common,no,medium
base on,1779,user_list,prepositional verb,medium,less_common,no,high
base upon,1780,user_list,prepositional verb,medium,less_common,no,high
bash away,1781,user_list,phrasal verb,medium,less_common,no,high
bash down,1782,user_list,phrasal verb,medium,less_common,no,high
bash in,1783,user_list,phrasal verb,medium,less_common,no,high
bash on,1784,user_list,phrasal verb,medium,less_common,no,high
bash out,1785,user_list,phrasal verb,medium,less_common,no,high
bash up,1786,user_list,phrasal verb,medium,less_common,no,high
bat around,1787,user_list,phrasal verb,medium,less_common,no,high
batter down,1788,user_list,phrasal verb,medium,less_common,no,high
bawl out,1789,user_list,phrasal verb,medium,less_common,no,high
be bombed out,1790,user_list,verb phrase,hard,less_common,no,low
be cast away,1791,user_list,verb phrase,hard,less_common,no,low
be cast down,1792,user_list,verb phrase,hard,less_common,no,low
be curled up,1793,user_list,verb phrase,hard,less_common,no,low
be cursed with,1794,user_list,verb phrase,hard,less_common,no,low
be dressed up,1795,user_list,verb phrase,hard,less_common,no,low
be gunning for,1796,user_list,verb phrase,hard,less_common,no,low
be heading for,1797,user_list,verb phrase,hard,less_common,no,low
be holed up,1798,user_list,verb phrase,hard,less_common,no,low
be left over,1799,user_list,verb phrase,hard,less_common,no,low
be onto,1800,user_list,prepositional verb,medium,common,no,high
be queuing up,1801,user_list,verb phrase,hard,less_common,no,low
be rained off,1802,user_list,verb phrase,hard,less_common,no,low
be revenged on,1803,user_list,verb phrase,hard,less_common,no,low
be shorn of,1804,user_list,verb phrase,hard,less_common,no,low
be sold out,1805,user_list,verb phrase,hard,less_common,no,low
beam down,1806,user_list,phrasal verb,medium,less_common,no,high
beam up,1807,user_list,phrasal verb,medium,less_common,no,high
bear down on,1808,user_list,phrasal-prepositional verb,hard,less_common,no,medium
bear on,1809,user_list,phrasal verb,medium,less_common,no,high
bear out,1810,user_list,phrasal verb,medium,less_common,no,high
bear up,1811,user_list,phrasal verb,medium,less_common,no,high
bear with,1812,user_list,prepositional verb,medium,less_common,no,high
beat down,1813,user_list,phrasal verb,medium,less_common,no,high
beat off,1814,user_list,phrasal verb,medium,less_common,no,high
beat on,1815,user_list,phrasal verb,medium,less_common,no,high
beat out,1816,user_list,phrasal verb,medium,less_common,no,high
beat out of,1817,user_list,phrasal-prepositional verb,hard,less_common,no,medium
beat to,1818,user_list,prepositional verb,medium,less_common,no,high
beat to it,1819,user_list,prepositional verb,medium,less_common,no,high
beat up,1820,user_list,phrasal verb,medium,less_common,no,high
beat up on,1821,user_list,phrasal-prepositional verb,hard,less_common,no,medium
beat yourself up,1822,user_list,phrasal verb,medium,less_common,no,medium
beaver away,1823,user_list,phrasal verb,medium,less_common,no,high
bed down,1824,user_list,phrasal verb,medium,less_common,no,high
beef up,1825,user_list,phrasal verb,medium,less_common,no,high
beg off,1826,user_list,phrasal verb,medium,less_common,no,high
believe in,1827,user_list,prepositional verb,medium,common,no,high
believe of,1828,user_list,prepositional verb,medium,common,no,high
belong to,1829,user_list,prepositional verb,medium,less_common,no,high
belt out,1830,user_list,phrasal verb,medium,less_common,no,high
big up,1831,user_list,phrasal verb,medium,less_common,no,high
bind over,1832,user_list,phrasal verb,medium,less_common,no,high
bite back,1833,user_list,phrasal verb,medium,less_common,no,high
bite into,1834,user_list,prepositional verb,medium,less_common,no,high
black out,1835,user_list,phrasal verb,medium,less_common,no,high
blank out,1836,user_list,phrasal verb,medium,less_common,no,high
blast away,1837,user_list,phrasal verb,medium,less_common,no,high
blast off,1838,user_list,phrasal verb,medium,less_common,no,high
blaze up,1839,user_list,phrasal verb,medium,less_common,no,high
blend in,1840,user_list,phrasal verb,medium,less_common,no,high
blend into,1841,user_list,prepositional verb,medium,less_common,no,high
blink away,1842,user_list,phrasal verb,medium,less_common,no,high
blink back,1843,user_list,phrasal verb,medium,less_common,no,high
bliss out,1844,user_list,phrasal verb,medium,less_common,no,high
block in,1845,user_list,phrasal verb,medium,less_common,no,high
block off,1846,user_list,phrasal verb,medium,less_common,no,high
block out,1847,user_list,phrasal verb,medium,less_common,no,high
block up,1848,user_list,phrasal verb,medium,less_common,no,high
blot out,1849,user_list,phrasal verb,medium,less_common,no,high
blow apart,1850,user_list,phrasal verb,medium,less_common,no,high
blow away,1851,user_list,phrasal verb,medium,less_common,no,high
blow in,1852,user_list,phrasal verb,medium,less_common,no,high
blow into,1853,user_list,prepositional verb,medium,less_common,no,high
blow itself out,1854,user_list,phrasal verb,medium,less_common,no,medium
blow off,1855,user_list,phrasal verb,medium,less_common,no,high
blow out,1856,user_list,phrasal verb,medium,less_common,no,high
blow over,1857,user_list,phrasal verb,medium,less_common,no,high
blow up,1858,user_list,phrasal verb,medium,less_common,no,high
bluff into doing,1859,user_list,prepositional verb,medium,less_common,no,high
bluff your way in,1860,user_list,verb phrase,hard,less_common,no,low
bluff your way into,1861,user_list,verb phrase,hard,less_common,no,low
bluff your way out,1862,user_list,verb phrase,hard,less_common,no,low
bluff your way out of,1863,user_list,phrasal-prepositional verb,hard,less_common,no,medium
bluff your way through,1864,user_list,verb phrase,hard,less_common,no,low
blunder into,1865,user_list,prepositional verb,medium,less_common,no,high
blunder on,1866,user_list,phrasal verb,medium,less_common,no,high
board out,1867,user_list,phrasal verb,medium,less_common,no,high
board up,1868,user_list,phrasal verb,medium,less_common,no,high
bob up,1869,user_list,phrasal verb,medium,less_common,no,high
bog down,1870,user_list,phrasal verb,hard,rare,no,high
bog off,1871,user_list,phrasal verb,hard,rare,no,high
boil down,1872,user_list,phrasal verb,medium,less_common,no,high
boil down to,1873,user_list,phrasal-prepositional verb,hard,less_common,no,medium
boil over,1874,user_list,phrasal verb,medium,less_common,no,high
boil up,1875,user_list,phrasal verb,medium,less_common,no,high
book in,1876,user_list,phrasal verb,medium,less_common,no,high
book into,1877,user_list,prepositional verb,medium,less_common,no,high
break away,1878,user_list,phrasal verb,medium,common,no,high
break out,1879,user_list,phrasal verb,medium,common,no,high
dumb down,1880,user_list,phrasal verb,medium,less_common,no,high
think about,1881,user_list,prepositional verb,medium,less_common,no,high
think ahead,1882,user_list,phrasal verb,medium,less_common,no,high
think back,1883,user_list,phrasal verb,medium,less_common,no,high
think of,1884,user_list,prepositional verb,medium,less_common,no,high
think out,1885,user_list,phrasal verb,medium,less_common,no,high
think over,1886,user_list,phrasal verb,easy,very_common,no,high
think through,1887,user_list,prepositional verb,medium,less_common,no,high
think up,1888,user_list,phrasal verb,medium,less_common,no,high
thirst for,1889,user_list,prepositional verb,medium,less_common,no,high
thrash out,1890,user_list,phrasal verb,medium,less_common,no,high
thrill to,1891,user_list,prepositional verb,medium,less_common,no,high
thrive on,1892,user_list,phrasal verb,medium,less_common,no,high
throng with,1893,user_list,prepositional verb,medium,less_common,no,high
throttle back,1894,user_list,phrasal verb,medium,less_common,no,high
throttle down,1895,user_list,phrasal verb,medium,less_common,no,high
throttle up,1896,user_list,phrasal verb,medium,less_common,no,high
throw aside,1897,user_list,phrasal verb,medium,less_common,no,high
throw away,1898,user_list,phrasal verb,easy,very_common,no,high
throw back at,1899,user_list,phrasal-prepositional verb,hard,less_common,no,medium
throw back on,1900,user_list,phrasal-prepositional verb,hard,less_common,no,medium
throw in,1901,user_list,phrasal verb,medium,less_common,no,high
throw into,1902,user_list,prepositional verb,medium,less_common,no,high
throw off,1903,user_list,phrasal verb,medium,less_common,no,high
throw on,1904,user_list,phrasal verb,medium,less_common,no,high
throw open,1905,user_list,phrasal verb,medium,less_common,no,high
throw out,1906,user_list,phrasal verb,medium,less_common,no,high
throw over,1907,user_list,phrasal verb,medium,less_common,no,high
throw together,1908,user_list,phrasal verb,medium,less_common,no,high
throw up,1909,user_list,phrasal verb,medium,less_common,no,high
throw yourself at,1910,user_list,prepositional verb,medium,less_common,no,medium
thrust aside,1911,user_list,phrasal verb,medium,less_common,no,high
thrust on,1912,user_list,phrasal verb,medium,less_common,no,high
thrust upon,1913,user_list,prepositional verb,medium,less_common,no,high
thumb through,1914,user_list,phrasal verb,medium,less_common,no,high
tick away,1915,user_list,phrasal verb,medium,less_common,no,high
tick by,1916,user_list,phrasal verb,medium,less_common,no,high
tick off,1917,user_list,phrasal verb,medium,less_common,no,high
tick over,1918,user_list,phrasal verb,medium,less_common,no,high
tick past,1919,user_list,phrasal verb,medium,less_common,no,high
tide over,1920,user_list,phrasal verb,medium,less_common,no,high
tidy away,1921,user_list,phrasal verb,medium,less_common,no,high
tidy up,1922,user_list,phrasal verb,medium,less_common,no,high
tie down,1923,user_list,phrasal verb,medium,less_common,no,high
tie in,1924,user_list,phrasal verb,medium,less_common,no,high
tie off,1925,user_list,phrasal verb,medium,less_common,no,high
tie up,1926,user_list,phrasal verb,medium,less_common,no,high
tighten up,1927,user_list,phrasal verb,medium,less_common,no,high
tilt at,1928,user_list,prepositional verb,medium,less_common,no,high
time out,1929,user_list,phrasal verb,medium,less_common,no,high
tip off,1930,user_list,phrasal verb,medium,less_common,no,high
tip over,1931,user_list,phrasal verb,medium,less_common,no,high
tip up,1932,user_list,phrasal verb,medium,less_common,no,high
tire of,1933,user_list,prepositional verb,medium,less_common,no,high
tire out,1934,user_list,phrasal verb,medium,less_common,no,high
tone down,1935,user_list,phrasal verb,medium,less_common,no,high
