expression,original_order,source,reviewed_as,difficulty,commonality,added,confidence
bring/throw something into question,4490,user_list,fixed expression,medium,common,no,medium
buck your ideas up,4491,user_list,fixed expression,medium,common,no,medium
bug the hell/crap/shit out of somebody,4492,user_list,fixed expression,hard,rare,no,low
bums on seats,4493,user_list,fixed expression,medium,common,no,medium
burn a hole in your pocket,4494,user_list,fixed expression,medium,less_common,no,low
burn rubber,4495,user_list,fixed expression,medium,common,no,medium
burn something to a cinder/crisp,4496,user_list,multi-word verb,medium,less_common,no,medium
burn the candle at both ends,4497,user_list,fixed expression,medium,less_common,no,low
burn the midnight oil,4498,user_list,idiom,medium,very_common,no,high
burn your bridges,4499,user_list,fixed expression,medium,common,no,medium
burn your fingers,4500,user_list,idiom,hard,common,no,medium
burst open,4501,user_list,fixed expression,medium,common,no,medium
burst somebody's bubble,4502,user_list,fixed expression,medium,common,no,medium
bury the hatchet,4503,user_list,fixed expression,medium,common,no,medium
bury the lede/lead,4504,user_list,fixed expression,medium,common,no,medium
bury/hide your head in the sand,4505,user_list,idiom,hard,less_common,no,medium
business as usual,4506,user_list,fixed expression,medium,common,no,medium
business is business,4507,user_list,fixed expression,medium,common,no,medium
bust somebody's chops,4508,user_list,fixed expression,hard,rare,no,medium
but for,4509,user_list,fixed expression,medium,common,no,medium
but then,4510,user_list,fixed expression,medium,common,no,medium
button it!,4511,user_list,formula/discourse,easy,very_common,no,high
buy the farm,4512,user_list,fixed expression,medium,common,no,medium
buy time,4513,user_list,fixed expression,medium,common,no,medium
by a long way,4514,user_list,fixed/prepositional phrase,medium,common,no,high
by a neck,4515,user_list,fixed/prepositional phrase,easy,very_common,no,high
by a nose,4516,user_list,fixed/prepositional phrase,easy,very_common,no,high
by a whisker,4517,user_list,fixed/prepositional phrase,easy,very_common,no,high
by accident,4518,user_list,fixed/prepositional phrase,easy,very_common,no,high
by and by,4519,user_list,binomial phrase,medium,common,no,medium
by and large,4520,user_list,binomial phrase,medium,common,no,medium
by any chance,4521,user_list,fixed/prepositional phrase,easy,very_common,no,high
by choice,4522,user_list,fixed/prepositional phrase,easy,very_common,no,high
by comparison,4523,user_list,fixed/prepositional phrase,easy,very_common,no,high
by default,4524,user_list,fixed/prepositional phrase,easy,very_common,no,high
by degrees,4525,user_list,fixed/prepositional phrase,easy,very_common,no,high
by dint of something/of doing something,4526,user_list,fixed expression,medium,less_common,no,low
by extension,4527,user_list,fixed/prepositional phrase,easy,very_common,no,high
by fair means or foul,4528,user_list,binomial phrase,medium,less_common,no,medium
by far,4529,user_list,fixed/prepositional phrase,easy,very_common,no,high
by God!,4530,user_list,formula/discourse,easy,very_common,no,high
by gum!,4531,user_list,formula/discourse,easy,very_common,no,high
by hand,4532,user_list,fixed/prepositional phrase,easy,very_common,no,high
by heart,4533,user_list,fixed/prepositional phrase,easy,very_common,no,high
by here,4534,user_list,fixed/prepositional phrase,easy,very_common,no,high
by hook or by crook,4535,user_list,binomial phrase,medium,less_common,no,medium
by jingo,4536,user_list,fixed/prepositional phrase,easy,very_common,no,high
by Jove,4537,user_list,fixed/prepositional phrase,hard,rare,no,high
by lot,4538,user_list,fixed/prepositional phrase,easy,very_common,no,high
by marriage,4539,user_list,fixed/prepositional phrase,easy,very_common,no,high
by mistake,4540,user_list,fixed/prepositional phrase,easy,very_common,no,high
by name,4541,user_list,fixed/prepositional phrase,easy,very_common,no,high
by numbers,4542,user_list,fixed/prepositional phrase,easy,very_common,no,high
by popular demand,4543,user_list,fixed/prepositional phrase,easy,very_common,no,high
by the book,4544,user_list,idiom,medium,very_common,no,high
by the name of...,4545,user_list,sentence frame/pattern,medium,common,no,low
by the numbers,4546,user_list,fixed/prepositional phrase,easy,very_common,no,high
by the same token,4547,user_list,fixed/prepositional phrase,medium,common,no,high
by the scruff of the/somebody's neck,4548,user_list,fixed expression,medium,less_common,no,low
by the skin of your teeth,4549,user_list,fixed expression,medium,less_common,no,low
by the way,4550,user_list,fixed/prepositional phrase,easy,very_common,no,high
by there,4551,user_list,fixed/prepositional phrase,easy,very_common,no,high
by water,4552,user_list,fixed/prepositional phrase,easy,very_common,no,high
by way of something,4553,user_list,fixed expression,medium,common,no,medium
by way of/in the way of something,4554,user_list,fixed expression,medium,less_common,no,low
by word of mouth,4555,user_list,fixed/prepositional phrase,medium,common,no,high
by your own account,4556,user_list,fixed/prepositional phrase,medium,common,no,high
by/from all accounts,4557,user_list,fixed expression,medium,common,no,medium
by/in fits and starts,4558,user_list,binomial phrase,medium,common,no,medium
by/in leaps and bounds,4559,user_list,binomial phrase,medium,common,no,medium
by/in virtue of something,4560,user_list,fixed expression,medium,common,no,medium
by/through the back door,4561,user_list,idiom,hard,common,no,medium
by/under/on false pretences,4562,user_list,fixed expression,medium,common,no,medium
by/with your leave,4563,user_list,fixed expression,medium,common,no,medium
call a spade a spade,4564,user_list,fixed expression,medium,less_common,no,medium
call it a day,4565,user_list,idiom,medium,very_common,no,high
call it quits,4566,user_list,fixed expression,medium,common,no,medium
call somebody names,4567,user_list,fixed expression,medium,common,no,medium
call somebody/something to order,4568,user_list,fixed expression,medium,common,no,medium
call somebody's bluff,4569,user_list,fixed expression,medium,common,no,medium
call something into play,4570,user_list,multi-word verb,medium,less_common,no,medium
call something into question,4571,user_list,multi-word verb,medium,less_common,no,medium
call the shots/tune,4572,user_list,fixed expression,medium,common,no,medium
can you beat that/it!,4573,user_list,formula/discourse,easy,very_common,no,high
can't be bad,4574,user_list,fixed expression,medium,common,no,medium
can't be doing with somebody/something/somebody doing something,4575,user_list,fixed expression,medium,less_common,no,low
can't do something for toffee,4576,user_list,fixed expression,medium,less_common,no,medium
can't get over something,4577,user_list,fixed expression,medium,common,no,medium
can't make head nor tail of something,4578,user_list,idiom,hard,less_common,no,medium
cannot hold a candle to somebody/something,4579,user_list,fixed expression,medium,less_common,no,low
care of somebody,4580,user_list,fixed expression,medium,common,no,medium
careful with money,4581,user_list,fixed expression,medium,common,no,medium
carry a torch for somebody,4582,user_list,fixed expression,medium,less_common,no,medium
carry all/everything before you,4583,user_list,fixed expression,medium,common,no,medium
carry the ball,4584,user_list,idiom,hard,common,no,medium
carry/take something too far,4585,user_list,fixed expression,medium,common,no,medium
carry/win the day,4586,user_list,fixed expression,medium,common,no,medium
carved/set in stone,4587,user_list,idiom,hard,common,no,medium
case the joint,4588,user_list,fixed expression,medium,common,no,medium
cash down,4589,user_list,fixed expression,medium,common,no,medium
cash in hand,4590,user_list,idiom,hard,common,no,medium
cash in your chips,4591,user_list,fixed expression,medium,common,no,medium
cash on delivery,4592,user_list,fixed expression,medium,common,no,medium
cast your net wide,4593,user_list,fixed expression,medium,common,no,medium
cast/runan eye/your eyes over something,4594,user_list,idiom,hard,common,no,medium
cast/set somebody adrift,4595,user_list,fixed expression,medium,common,no,medium
cast/shed/throw light on something,4596,user_list,fixed expression,medium,common,no,medium
catch a cold,4597,user_list,idiom,hard,common,no,medium
catch it,4598,user_list,fixed expression,medium,common,no,medium
catch somebody napping,4599,user_list,fixed expression,medium,common,no,medium
catch somebody on the hop,4600,user_list,multi-word verb,medium,less_common,no,medium
catch somebody red-handed,4601,user_list,fixed expression,medium,common,no,medium
catch somebody with their pants down,4602,user_list,multi-word verb,medium,less_common,no,medium
catch somebody's eye,4603,user_list,fixed expression,medium,common,no,medium
catch/get/grab some rays,4604,user_list,fixed expression,medium,common,no,medium
catch/take somebody's fancy,4605,user_list,fixed expression,medium,common,no,medium
catch/touch somebody on the raw,4606,user_list,fixed expression,medium,less_common,no,medium
chalk and cheese,4607,user_list,binomial phrase,medium,common,no,medium
champing at the bit,4608,user_list,fixed expression,medium,common,no,medium
chance would be a fine thing,4609,user_list,fixed expression,medium,less_common,no,low
chance your arm,4610,user_list,idiom,hard,common,no,medium
change hands,4611,user_list,idiom,hard,common,no,medium
change horses in midstream,4612,user_list,idiom,hard,common,no,medium
change your tune,4613,user_list,fixed expression,medium,common,no,medium
change your ways,4614,user_list,fixed expression,medium,common,no,medium
change your/somebody's mind,4615,user_list,idiom,hard,common,no,medium
chapter and verse,4616,user_list,binomial phrase,medium,common,no,medium
charity begins at home,4617,user_list,idiom,hard,common,no,medium
cheap at the price,4618,user_list,fixed expression,medium,common,no,medium
cheat death,4619,user_list,fixed expression,medium,common,no,medium
chew the fat,4620,user_list,fixed expression,medium,common,no,medium
chop and change,4621,user_list,binomial phrase,medium,common,no,medium
chuck somebody under the chin,4622,user_list,fixed expression,medium,less_common,no,medium
circle the wagons,4623,user_list,fixed expression,medium,common,no,medium
claim to fame,4624,user_list,fixed expression,medium,common,no,medium
clap/lay/set eyes on somebody/something,4625,user_list,idiom,hard,common,no,medium
clean house,4626,user_list,fixed expression,medium,common,no,medium
clean somebody's clock,4627,user_list,idiom,hard,common,no,medium
clean up your act,4628,user_list,fixed expression,medium,common,no,medium
clear the air,4629,user_list,fixed expression,medium,common,no,medium
clear the decks,4630,user_list,fixed expression,medium,common,no,medium
clear your throat,4631,user_list,idiom,hard,common,no,medium
climb/jump on the bandwagon,4632,user_list,idiom,hard,common,no,medium
clip somebody's wings,4633,user_list,fixed expression,medium,common,no,medium
close at hand,4634,user_list,multi-word verb,medium,less_common,no,medium
close its doors,4635,user_list,fixed expression,medium,common,no,medium
close on,4636,user_list,multi-word verb,medium,less_common,no,medium
close ranks,4637,user_list,fixed expression,medium,common,no,medium
close the book on something,4638,user_list,idiom,hard,common,no,medium
close to,4639,user_list,multi-word verb,medium,less_common,no,medium
close to home,4640,user_list,multi-word verb,medium,less_common,no,medium
close to the bone,4641,user_list,multi-word verb,medium,less_common,no,medium
close up to somebody/something,4642,user_list,multi-word verb,medium,less_common,no,medium
close your mind to something,4643,user_list,idiom,hard,common,no,medium
close/dear/near to somebody's heart,4644,user_list,idiom,hard,common,no,medium
close/shut the door on something,4645,user_list,idiom,hard,common,no,medium
clutch/grasp at straws,4646,user_list,fixed expression,medium,common,no,medium
cock a snook at somebody/something,4647,user_list,fixed expression,medium,less_common,no,medium
cock an ear/eye at something/somebody,4648,user_list,fixed expression,medium,less_common,no,medium
collect yourself/your thoughts,4649,user_list,fixed expression,hard,rare,no,medium
come a cropper,4650,user_list,fixed expression,medium,common,no,medium
come again?,4651,user_list,formula/discourse,easy,very_common,no,high
come alive,4652,user_list,fixed expression,medium,common,no,medium
come and go,4653,user_list,binomial phrase,medium,common,no,medium
come down on one side of the fence or the other,4654,user_list,multi-word verb,medium,less_common,no,medium
come down the pike,4655,user_list,multi-word verb,medium,less_common,no,medium
come first,4656,user_list,fixed expression,medium,common,no,medium
come home to somebody,4657,user_list,multi-word verb,medium,less_common,no,medium
come in from the cold,4658,user_list,multi-word verb,medium,less_common,no,medium
come in handy,4659,user_list,multi-word verb,medium,common,no,medium
come into effect,4660,user_list,multi-word verb,medium,common,no,medium
come into operation,4661,user_list,multi-word verb,medium,common,no,medium
come into question,4662,user_list,multi-word verb,medium,common,no,medium
come into the world,4663,user_list,multi-word verb,medium,less_common,no,medium
come into your/its own,4664,user_list,multi-word verb,medium,less_common,no,medium
come of age,4665,user_list,multi-word verb,medium,common,no,medium
come off worse,4666,user_list,multi-word verb,medium,common,no,medium
come off worst,4667,user_list,multi-word verb,medium,common,no,medium
come on strong,4668,user_list,multi-word verb,medium,common,no,medium
come out of the closet,4669,user_list,multi-word verb,medium,less_common,no,medium
come out of your shell,4670,user_list,multi-word verb,medium,less_common,no,medium
come out on top,4671,user_list,multi-word verb,medium,less_common,no,medium
come running,4672,user_list,fixed expression,medium,common,no,medium
come short,4673,user_list,fixed expression,medium,common,no,medium
come the...,4674,user_list,sentence frame/pattern,medium,common,no,low
come to a full stop,4675,user_list,multi-word verb,medium,less_common,no,medium
come to grief,4676,user_list,multi-word verb,medium,common,no,medium
come to heel,4677,user_list,multi-word verb,medium,common,no,medium
come to life,4678,user_list,multi-word verb,medium,common,no,medium
come to light,4679,user_list,multi-word verb,medium,common,no,medium
come to nothing,4680,user_list,multi-word verb,medium,common,no,medium
come to pass,4681,user_list,multi-word verb,medium,common,no,medium
come to rest,4682,user_list,multi-word verb,medium,common,no,medium
come to somebody's knowledge,4683,user_list,multi-word verb,medium,less_common,no,medium
come to such a pass,4684,user_list,multi-word verb,medium,less_common,no,medium
come to that,4685,user_list,multi-word verb,medium,common,no,medium
come to the fore,4686,user_list,multi-word verb,medium,less_common,no,medium
come to think of it,4687,user_list,multi-word verb,medium,less_common,no,medium
come to/be the same thing,4688,user_list,fixed expression,medium,less_common,no,medium
come true,4689,user_list,fixed expression,medium,common,no,medium
come unstuck,4690,user_list,fixed expression,medium,common,no,medium
come up/out of something smelling of roses,4691,user_list,fixed expression,medium,less_common,no,low
come up/turn up trumps,4692,user_list,fixed expression,medium,common,no,medium
come what may,4693,user_list,fixed expression,medium,common,no,medium
come your way,4694,user_list,fixed expression,medium,common,no,medium
come/crawl out of the woodwork,4695,user_list,fixed expression,medium,less_common,no,medium
come/enter into force,4696,user_list,fixed expression,medium,common,no,medium
come/get to grips with something,4697,user_list,idiom,hard,common,no,medium
come/go along for the ride,4698,user_list,fixed expression,medium,less_common,no,medium
come/go with the territory,4699,user_list,fixed expression,medium,common,no,medium
come/godown/up in the world,4700,user_list,fixed expression,medium,common,no,medium
come/spring to mind,4701,user_list,idiom,hard,common,no,medium
common or garden,4702,user_list,binomial phrase,medium,common,no,medium
confound it/you!,4703,user_list,formula/discourse,easy,very_common,no,high
conspicuous by your absence,4704,user_list,fixed expression,medium,common,no,medium
conventional/received wisdom,4705,user_list,fixed expression,medium,common,no,medium
cook somebody's goose,4706,user_list,fixed expression,medium,common,no,medium
cool it!,4707,user_list,formula/discourse,easy,very_common,no,high
cool your heels,4708,user_list,idiom,hard,common,no,medium
cop a plea,4709,user_list,fixed expression,medium,common,no,medium
cop hold of something,4710,user_list,fixed expression,medium,common,no,medium
cop it,4711,user_list,fixed expression,medium,common,no,medium
cost somebody dear,4712,user_list,fixed expression,medium,common,no,medium
cost/pay an arm and a leg,4713,user_list,binomial phrase,medium,less_common,no,medium
could/might just as well...,4714,user_list,sentence frame/pattern,medium,common,no,low
couldn't care less,4715,user_list,fixed expression,medium,common,no,medium
count sheep,4716,user_list,fixed expression,medium,common,no,medium
count your blessings,4717,user_list,fixed expression,medium,common,no,medium
courtesy of somebody/something,4718,user_list,fixed expression,medium,common,no,medium
cover all the bases,4719,user_list,fixed expression,medium,common,no,medium
cover your back,4720,user_list,idiom,hard,common,no,medium
cover your tracks,4721,user_list,fixed expression,medium,common,no,medium
cover/hide a multitude of sins,4722,user_list,fixed expression,medium,less_common,no,medium
crack the whip,4723,user_list,fixed expression,medium,common,no,medium
crack wise,4724,user_list,fixed expression,medium,common,no,medium
cramp somebody's style,4725,user_list,fixed expression,medium,common,no,medium
crash and burn,4726,user_list,binomial phrase,medium,common,no,medium
creak under the strain,4727,user_list,fixed expression,medium,common,no,medium
crocodile tears,4728,user_list,fixed expression,medium,common,no,medium
cross a/the line,4729,user_list,idiom,hard,common,no,medium
cross somebody's palm with silver,4730,user_list,idiom,hard,common,no,medium
cross somebody's path,4731,user_list,fixed expression,medium,common,no,medium
cross that bridge when you come to it,4732,user_list,fixed expression,medium,less_common,no,low
cross your fingers,4733,user_list,idiom,hard,common,no,medium
cross your mind,4734,user_list,idiom,hard,common,no,medium
cry foul,4735,user_list,fixed expression,medium,common,no,medium
cry over spilt milk,4736,user_list,fixed expression,medium,common,no,medium
cry wolf,4737,user_list,idiom,hard,common,no,medium
cudgel your brains,4738,user_list,fixed expression,medium,common,no,medium
cupboard love,4739,user_list,fixed expression,medium,common,no,medium
curiosity killed the cat,4740,user_list,proverb/saying,medium,very_common,no,high
cut a dash,4741,user_list,fixed expression,medium,common,no,medium
cut a swathe through something,4742,user_list,fixed expression,medium,less_common,no,medium
cut a tooth,4743,user_list,idiom,hard,common,no,medium
cut a... figure,4744,user_list,sentence frame/pattern,medium,common,no,low
cut and run,4745,user_list,binomial phrase,medium,common,no,medium
cut both/two ways,4746,user_list,fixed expression,medium,common,no,medium
cut corners,4747,user_list,idiom,medium,very_common,no,high
cut it/things fine,4748,user_list,fixed expression,medium,common,no,medium
cut off your nose to spite your face,4749,user_list,multi-word verb,medium,less_common,no,medium
cut somebody dead,4750,user_list,fixed expression,medium,common,no,medium
cut somebody down to size,4751,user_list,multi-word verb,medium,less_common,no,medium
cut somebody some slack,4752,user_list,fixed expression,medium,common,no,medium
cut somebody to the quick,4753,user_list,multi-word verb,medium,less_common,no,medium
cut the corner,4754,user_list,fixed expression,medium,common,no,medium
cut the ground from under somebody's feet,4755,user_list,idiom,hard,less_common,no,medium
cut to the chase,4756,user_list,idiom,medium,very_common,no,high
cut your coat according to your cloth,4757,user_list,fixed expression,medium,less_common,no,low
cut your losses,4758,user_list,fixed expression,medium,common,no,medium
cut your own throat,4759,user_list,idiom,hard,common,no,medium
cut your teeth on something,4760,user_list,idiom,hard,common,no,medium
daft as a brush,4761,user_list,fixed expression,medium,common,no,medium
damn all,4762,user_list,fixed expression,medium,common,no,medium
damn somebody/something with faint praise,4763,user_list,fixed expression,medium,less_common,no,medium
dance attendance on somebody,4764,user_list,fixed expression,medium,common,no,medium
dance the night away,4765,user_list,fixed expression,medium,common,no,medium
dance to somebody's tune,4766,user_list,fixed expression,medium,common,no,medium
dangerous ground,4767,user_list,idiom,hard,common,no,medium
darn it!,4768,user_list,formula/discourse,easy,very_common,no,high
dash somebody's hopes,4769,user_list,fixed expression,medium,common,no,medium
day after day,4770,user_list,fixed expression,medium,common,no,medium
day by day,4771,user_list,fixed expression,medium,common,no,medium
daylight robbery,4772,user_list,fixed expression,medium,common,no,medium
dead in the water,4773,user_list,idiom,hard,common,no,medium
dead meat,4774,user_list,fixed expression,medium,common,no,medium
dead on arrival,4775,user_list,fixed expression,medium,common,no,medium
dead to the world,4776,user_list,fixed expression,medium,common,no,medium
deal somebody/something a blow,4777,user_list,fixed expression,medium,common,no,medium
deal with it,4778,user_list,fixed expression,medium,common,no,medium
dear old/little...,4779,user_list,sentence frame/pattern,medium,common,no,low
deep down,4780,user_list,fixed expression,medium,common,no,medium
depart this life,4781,user_list,fixed expression,medium,common,no,medium
depending on,4782,user_list,fixed expression,medium,common,no,medium
dibs on...,4783,user_list,sentence frame/pattern,medium,common,no,low
dice with death,4784,user_list,fixed expression,medium,common,no,medium
die a/the death,4785,user_list,fixed expression,medium,common,no,medium
die in your bed,4786,user_list,fixed expression,medium,common,no,medium
die laughing,4787,user_list,fixed expression,medium,common,no,medium
die/fall/drop like flies,4788,user_list,fixed expression,medium,common,no,medium
dig somebody in the ribs,4789,user_list,fixed expression,medium,less_common,no,medium
dig your heels/toes in,4790,user_list,fixed expression,medium,common,no,medium
dig your own grave,4791,user_list,idiom,hard,common,no,medium
dig yourself into a hole,4792,user_list,fixed expression,medium,less_common,no,medium
dip a toe in/into something,4793,user_list,idiom,hard,common,no,medium
dip into your pocket,4794,user_list,fixed expression,medium,common,no,medium
disappear/vanish off the face of the earth,4795,user_list,idiom,hard,less_common,no,medium
discretion is the better part of valour,4796,user_list,fixed expression,medium,less_common,no,low
divide and rule,4797,user_list,binomial phrase,medium,common,no,medium
do a bunk,4798,user_list,fixed expression,medium,common,no,medium
do a moonie,4799,user_list,fixed expression,medium,common,no,medium
do a moonlight/midnight flit,4800,user_list,fixed expression,medium,common,no,medium
do a runner,4801,user_list,fixed expression,medium,common,no,medium
do a slow burn,4802,user_list,fixed expression,medium,common,no,medium
do good,4803,user_list,fixed expression,medium,common,no,medium
do justice to somebody/something; do somebody/something justice,4804,user_list,fixed expression,medium,less_common,no,low
do me a favour!,4805,user_list,formula/discourse,easy,very_common,no,high
do nothing/not do anything by halves,4806,user_list,fixed expression,medium,less_common,no,low
do right by somebody,4807,user_list,fixed expression,medium,common,no,medium
do somebody a disservice,4808,user_list,fixed expression,medium,common,no,medium
do somebody a power of good,4809,user_list,fixed expression,medium,less_common,no,low
do somebody a/no service,4810,user_list,fixed expression,medium,common,no,medium
do somebody an honour,4811,user_list,fixed expression,medium,common,no,medium
do somebody credit,4812,user_list,fixed expression,medium,common,no,medium
do somebody no favours,4813,user_list,fixed expression,medium,common,no,medium
do somebody the courtesy of doing something,4814,user_list,fixed expression,medium,less_common,no,low
do somebody/something the world of good,4815,user_list,fixed expression,medium,less_common,no,low
do somebody's head in,4816,user_list,idiom,hard,common,no,medium
do something as if/like there's no tomorrow,4817,user_list,fixed expression,medium,less_common,no,low
do something at your own risk,4818,user_list,fixed expression,medium,less_common,no,low
do something for a laugh/for laughs,4819,user_list,fixed expression,medium,less_common,no,low
do something standing on your head,4820,user_list,idiom,hard,less_common,no,medium
do something till you are blue in the face,4821,user_list,idiom,hard,less_common,no,medium
do something to death,4822,user_list,fixed expression,medium,common,no,medium
do the dirty on somebody,4823,user_list,fixed expression,medium,less_common,no,medium
do the honours,4824,user_list,fixed expression,medium,common,no,medium
do the job,4825,user_list,fixed expression,medium,common,no,medium
do the math,4826,user_list,fixed expression,medium,common,no,medium
do the trick,4827,user_list,fixed expression,medium,common,no,medium
do things to somebody,4828,user_list,fixed expression,medium,common,no,medium
do time,4829,user_list,fixed expression,medium,common,no,medium
do well,4830,user_list,fixed expression,medium,common,no,medium
do well by somebody,4831,user_list,fixed expression,medium,common,no,medium
do well out of somebody/something,4832,user_list,fixed expression,medium,less_common,no,medium
do well to do something,4833,user_list,fixed expression,medium,less_common,no,medium
do you mind?,4834,user_list,formula/discourse,easy,very_common,no,high
do your bit,4835,user_list,fixed expression,medium,common,no,medium
do your nut,4836,user_list,fixed expression,medium,common,no,medium
do your own thing,4837,user_list,fixed expression,medium,common,no,medium
do your stuff,4838,user_list,fixed expression,medium,common,no,medium
do your worst,4839,user_list,fixed expression,medium,common,no,medium
do yourself a mischief,4840,user_list,fixed expression,medium,common,no,medium
do yourself justice,4841,user_list,fixed expression,medium,common,no,medium
do yourself/somebody an injustice,4842,user_list,fixed expression,medium,common,no,medium
dodge a/the bullet,4843,user_list,idiom,hard,common,no,medium
don't ask,4844,user_list,fixed expression,medium,common,no,medium
don't ask me,4845,user_list,fixed expression,medium,common,no,medium
don't blame me,4846,user_list,fixed expression,medium,common,no,medium
don't give me that,4847,user_list,fixed expression,medium,common,no,medium
don't go doing something,4848,user_list,fixed expression,medium,common,no,medium
don't judge a book by its cover,4849,user_list,idiom,hard,less_common,no,medium
don't make me laugh,4850,user_list,fixed expression,medium,common,no,medium
don't mention it,4851,user_list,formula/discourse,easy,very_common,no,high
don't sweat it,4852,user_list,fixed expression,medium,common,no,medium
don't sweat the small stuff,4853,user_list,fixed expression,medium,less_common,no,medium
don't tell me,4854,user_list,fixed expression,medium,common,no,medium
don't you believe it!,4855,user_list,formula/discourse,easy,very_common,no,high
don't you dare!,4856,user_list,formula/discourse,easy,very_common,no,high
done and dusted,4857,user_list,binomial phrase,medium,common,no,medium
done like a dinner,4858,user_list,fixed expression,medium,common,no,medium
done to a turn,4859,user_list,fixed expression,medium,common,no,medium
donkey's years,4860,user_list,fixed expression,medium,common,no,medium
doom and gloom,4861,user_list,binomial phrase,medium,common,no,medium
dot your i's and cross your t's,4862,user_list,fixed expression,medium,less_common,no,low
double or quits,4863,user_list,binomial phrase,medium,common,no,medium
down and dirty,4864,user_list,binomial phrase,medium,common,no,medium
down in the mouth,4865,user_list,fixed/prepositional phrase,medium,common,no,high
down south,4866,user_list,fixed/prepositional phrase,easy,very_common,no,high
down the hatch,4867,user_list,fixed/prepositional phrase,easy,very_common,no,high
down through something,4868,user_list,fixed expression,medium,common,no,medium
down tools,4869,user_list,fixed/prepositional phrase,easy,very_common,no,high
down under,4870,user_list,fixed/prepositional phrase,easy,very_common,no,high
down with somebody/something,4871,user_list,fixed expression,medium,common,no,medium
drag your feet/heels,4872,user_list,fixed expression,medium,common,no,medium
draw a blank,4873,user_list,fixed expression,medium,common,no,medium
draw a line under something,4874,user_list,idiom,hard,common,no,medium
draw blood,4875,user_list,idiom,hard,common,no,medium
draw breath,4876,user_list,fixed expression,medium,common,no,medium
draw somebody's fire,4877,user_list,idiom,hard,common,no,medium
draw the short straw,4878,user_list,idiom,hard,common,no,medium
draw yourself up/rise to your full height,4879,user_list,fixed expression,medium,less_common,no,low
draw/get a bead on somebody/something,4880,user_list,fixed expression,medium,less_common,no,medium
draw/pull your horns in,4881,user_list,fixed expression,medium,common,no,medium
drink like a fish,4882,user_list,idiom,hard,common,no,medium
drink somebody under the table,4883,user_list,fixed expression,medium,less_common,no,medium
drink somebody's health,4884,user_list,fixed expression,medium,common,no,medium
drive a coach and horses through something,4885,user_list,idiom,hard,less_common,no,medium
drive/strike a hard bargain,4886,user_list,fixed expression,medium,common,no,medium
drop a brick/clanger,4887,user_list,fixed expression,medium,common,no,medium
drop dead,4888,user_list,fixed expression,medium,common,no,medium
drop names,4889,user_list,fixed expression,medium,common,no,medium
drop somebody in it,4890,user_list,fixed expression,medium,common,no,medium
drop the ball,4891,user_list,idiom,hard,common,no,medium
drop your bundle,4892,user_list,fixed expression,medium,common,no,medium
drop/dump something in somebody's lap,4893,user_list,fixed expression,medium,less_common,no,medium
each and every,4894,user_list,binomial phrase,medium,common,no,medium
early doors,4895,user_list,fixed expression,medium,common,no,medium
early on,4896,user_list,fixed expression,medium,common,no,medium
earn a/your crust,4897,user_list,fixed expression,medium,common,no,medium
earn your keep,4898,user_list,fixed expression,medium,common,no,medium
earn your stripes,4899,user_list,fixed expression,medium,common,no,medium
easy does it,4900,user_list,idiom,medium,very_common,no,high
easy money,4901,user_list,fixed expression,medium,common,no,medium
easy on the ear/eye,4902,user_list,fixed expression,medium,common,no,medium
eat dirt,4903,user_list,fixed expression,medium,common,no,medium
eat humble pie,4904,user_list,fixed expression,medium,common,no,medium
eat like a horse,4905,user_list,idiom,hard,common,no,medium
eat out of your/somebody's hand,4906,user_list,multi-word verb,medium,less_common,no,medium
eat somebody alive,4907,user_list,fixed expression,medium,common,no,medium
eat somebody out of house and home,4908,user_list,multi-word verb,medium,less_common,no,medium
eat your heart out!,4909,user_list,formula/discourse,easy,very_common,no,high
eat your words,4910,user_list,fixed expression,medium,common,no,medium
economical with the truth,4911,user_list,fixed expression,medium,common,no,medium
either way,4912,user_list,fixed expression,medium,common,no,medium
end in tears,4913,user_list,fixed expression,medium,common,no,medium
end it all,4914,user_list,fixed expression,medium,common,no,medium
end of story,4915,user_list,fixed expression,medium,common,no,medium
end to end,4916,user_list,fixed expression,medium,common,no,medium
enough already,4917,user_list,fixed expression,medium,common,no,medium
enough is enough,4918,user_list,fixed expression,medium,common,no,medium
enough said,4919,user_list,fixed expression,medium,common,no,medium
enough/something to be going on with,4920,user_list,fixed expression,medium,less_common,no,low
err on the side of something,4921,user_list,fixed expression,medium,less_common,no,low
even as,4922,user_list,fixed expression,medium,common,no,medium
even if/though,4923,user_list,fixed expression,hard,rare,no,medium
even now/then,4924,user_list,fixed expression,medium,common,no,medium
even so,4925,user_list,fixed expression,medium,common,no,medium
even the score,4926,user_list,fixed expression,medium,common,no,medium
even/much/still less,4927,user_list,fixed expression,medium,common,no,medium
ever so/ever such a,4928,user_list,fixed expression,medium,common,no,medium
every cloud has a silver lining,4929,user_list,proverb/saying,medium,very_common,no,high
every dog has his/its day,4930,user_list,idiom,hard,common,no,medium
every inch,4931,user_list,fixed expression,medium,common,no,medium
every last...,4932,user_list,sentence frame/pattern,medium,common,no,low
every man for himself,4933,user_list,fixed expression,medium,common,no,medium
every nook and cranny,4934,user_list,binomial phrase,medium,common,no,medium
every other,4935,user_list,fixed expression,medium,common,no,medium
every penny,4936,user_list,fixed expression,medium,common,no,medium
every so often,4937,user_list,fixed expression,medium,common,no,medium
every time,4938,user_list,fixed expression,medium,common,no,medium
every trick in the book,4939,user_list,idiom,hard,common,no,medium
